2024-03-09 12:48:00,018 INFO    StreamThr :872327 [internal.py:wandb_internal():87] W&B internal server running at pid: 872327, started at: 2024-03-09 12:48:00.018617
2024-03-09 12:48:00,019 DEBUG   HandlerThread:872327 [handler.py:handle_request():144] handle_request: status
2024-03-09 12:48:00,020 INFO    WriterThread:872327 [datastore.py:open_for_write():85] open: /home/haddocksmack/Documents/WGU/D501 - ML DevOps/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240309_124800-w1u9i29r/run-w1u9i29r.wandb
2024-03-09 12:48:00,020 DEBUG   SenderThread:872327 [sender.py:send():334] send: header
2024-03-09 12:48:00,026 DEBUG   SenderThread:872327 [sender.py:send():334] send: run
2024-03-09 12:48:02,149 INFO    SenderThread:872327 [dir_watcher.py:__init__():216] watching files in: /home/haddocksmack/Documents/WGU/D501 - ML DevOps/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240309_124800-w1u9i29r/files
2024-03-09 12:48:02,149 INFO    SenderThread:872327 [sender.py:_start_run_threads():1065] run started: w1u9i29r with start time 1710006480.018014
2024-03-09 12:48:02,149 DEBUG   SenderThread:872327 [sender.py:send_request():361] send_request: summary_record
2024-03-09 12:48:02,150 INFO    SenderThread:872327 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-03-09 12:48:02,151 DEBUG   HandlerThread:872327 [handler.py:handle_request():144] handle_request: check_version
2024-03-09 12:48:02,151 DEBUG   SenderThread:872327 [sender.py:send_request():361] send_request: check_version
2024-03-09 12:48:02,298 DEBUG   HandlerThread:872327 [handler.py:handle_request():144] handle_request: run_start
2024-03-09 12:48:02,304 DEBUG   HandlerThread:872327 [system_info.py:__init__():31] System info init
2024-03-09 12:48:02,304 DEBUG   HandlerThread:872327 [system_info.py:__init__():46] System info init done
2024-03-09 12:48:02,304 INFO    HandlerThread:872327 [system_monitor.py:start():151] Starting system monitor
2024-03-09 12:48:02,304 INFO    SystemMonitor:872327 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-03-09 12:48:02,304 INFO    HandlerThread:872327 [system_monitor.py:probe():172] Collecting system info
2024-03-09 12:48:02,304 INFO    SystemMonitor:872327 [interfaces.py:start():168] Started cpu
2024-03-09 12:48:02,305 INFO    SystemMonitor:872327 [interfaces.py:start():168] Started disk
2024-03-09 12:48:02,305 INFO    SystemMonitor:872327 [interfaces.py:start():168] Started gpu
2024-03-09 12:48:02,306 INFO    SystemMonitor:872327 [interfaces.py:start():168] Started memory
2024-03-09 12:48:02,306 INFO    SystemMonitor:872327 [interfaces.py:start():168] Started network
2024-03-09 12:48:02,313 DEBUG   HandlerThread:872327 [system_info.py:probe():195] Probing system
2024-03-09 12:48:02,316 DEBUG   HandlerThread:872327 [system_info.py:_probe_git():180] Probing git
2024-03-09 12:48:02,322 DEBUG   HandlerThread:872327 [system_info.py:_probe_git():188] Probing git done
2024-03-09 12:48:02,322 DEBUG   HandlerThread:872327 [system_info.py:probe():241] Probing system done
2024-03-09 12:48:02,322 DEBUG   HandlerThread:872327 [system_monitor.py:probe():181] {'os': 'Linux-6.0.12-76060006-generic-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-03-09T17:48:02.313624', 'startedAt': '2024-03-09T17:48:00.014626', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/haddocksmack/Documents/WGU/D501 - ML DevOps/Project-Build-an-ML-Pipeline-Starter/multirun/2024-03-09/12-46-46/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_artifact'), 'state': 'running', 'program': '/home/haddocksmack/Documents/WGU/D501 - ML DevOps/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/haddocksmack/Project-Build-an-ML-Pipeline-Starter.git', 'commit': 'b31492eb10f2f5a028883e64555050c04e452fe7'}, 'email': 'reed.corey@gmail.com', 'root': '/home/haddocksmack/Documents/WGU/D501 - ML DevOps/Project-Build-an-ML-Pipeline-Starter', 'host': 'coreys-desktop', 'username': 'haddocksmack', 'executable': '/home/haddocksmack/anaconda3/envs/mlflow-d6c04384fb9356865b6d231fc3cbd1b1b9b4863e/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3063.4362499999993, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 3546.866, 'min': 2200.0, 'max': 3700.0}, {'current': 3004.996, 'min': 2200.0, 'max': 3700.0}, {'current': 4094.416, 'min': 2200.0, 'max': 3700.0}, {'current': 2886.748, 'min': 2200.0, 'max': 3700.0}, {'current': 2915.645, 'min': 2200.0, 'max': 3700.0}, {'current': 2952.881, 'min': 2200.0, 'max': 3700.0}, {'current': 2726.467, 'min': 2200.0, 'max': 3700.0}, {'current': 2883.749, 'min': 2200.0, 'max': 3700.0}, {'current': 2943.102, 'min': 2200.0, 'max': 3700.0}, {'current': 2990.241, 'min': 2200.0, 'max': 3700.0}, {'current': 2981.67, 'min': 2200.0, 'max': 3700.0}, {'current': 2834.454, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 453.13574981689453, 'used': 32.91343307495117}, 'gpu': 'NVIDIA GeForce GTX 1650 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 SUPER', 'memory_total': 4294967296}], 'memory': {'total': 31.288772583007812}}
2024-03-09 12:48:02,322 INFO    HandlerThread:872327 [system_monitor.py:probe():182] Finished collecting system info
2024-03-09 12:48:02,322 INFO    HandlerThread:872327 [system_monitor.py:probe():185] Publishing system info
2024-03-09 12:48:02,322 DEBUG   HandlerThread:872327 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-03-09 12:48:02,322 DEBUG   HandlerThread:872327 [system_info.py:_save_pip():67] Saving pip packages done
2024-03-09 12:48:02,322 DEBUG   HandlerThread:872327 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-03-09 12:48:03,151 INFO    Thread-13 :872327 [dir_watcher.py:_on_file_created():275] file/dir created: /home/haddocksmack/Documents/WGU/D501 - ML DevOps/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240309_124800-w1u9i29r/files/requirements.txt
